Item ID,Item Name,Item Amount,Your Sell Price,Buy Price,Sell Price
125,Nika's Coat,1,12184,10028,15447
79,Berserker's Seer Coat of the Traveler,2,8969,3274,8063
2692,Berserker's Seer Mantle of Vampirism,11,2975,1969,2923
75915,Recipe: Svaard's Visor,1,3204,32,3990
72832,Recipe: Svaard's Visage,1,6293,890,6291
73586,Recipe: Svaard's Guise,1,3481,495,2407
100770,Viper's Abomination Scepter,2,62123,50033,70080
101997,Berserker's Serpent's Wrath Greatsword,4,24019,17376,26825
89419,Giver's Candy Cane Pistol of Concentration,3,6989,1909,2300
100770,Viper's Abomination Scepter,6,62121,50033,70080
646,Nika's Pauldrons,33,17998,12001,17489
100572,Viper's Abomination Warhorn,4,11788,5269,9489
87076,Bowl of Poultry Satay,1,19984,14017,14018
95923,Jade Assistant: Gliding Booster 1,3,109999,69020,99997
100428,Viper's Abomination Rifle,3,5998,2678,6068
89398,Giver's Candy Cane Sword of Concentration,1,7862,1914,2389
27485,Deathwish,1,4865,2345,4099
94413,Giver's Candy Cane Rifle of Concentration,1,7550,1804,2220
100494,Viper's Abomination Axe,5,33327,13941,22554
100092,Viper's Abomination Short Bow,4,32798,20960,30841
27020,Adam,6,3887,2148,4962
24554,Superior Sigil of Air,14,1983,1550,1974
100173,Viper's Abomination Pistol,3,69993,44775,71281
100551,Viper's Abomination Sword,2,39481,17606,29581
100584,Viper's Abomination Hammer,1,5789,3363,5582
24597,Superior Sigil of Hydromancy,15,1396,958,1380
27328,Ebonblade,2,6470,4554,6793
104351,Sinister Scavenged Obsidian Spear,6,4673,2055,4682
125,Nika's Coat,3,12724,10028,15447
100476,Viper's Abomination Dagger,2,65017,51303,71498
97339,Jade Bot Core: Tier 1,1,17497,8398,11996
2027,Zhed's Gloves,2,11087,8207,12500
44950,Superior Sigil of Malice,1,65796,43249,55345
100121,Viper's Abomination Greatsword,5,6939,3219,5182
27336,Khrysaor, the Golden Sword,1,4898,2726,4875
102003,Berserker's Serpent's Wrath Longbow,2,11843,6033,12343
24690,Major Rune of the Lich,1,498,400,489
24712,Minor Rune of Strength,1,241,93,223
94413,Giver's Candy Cane Rifle of Concentration,5,7549,1804,2220
91,Carrion Seer Coat of the Afflicted,1,3002,2386,2790
36053,Superior Sigil of the Night,13,6898,5001,7490
79776,Winterberry Sorbet,47,771,975,1275
94431,Giver's Candy Cane Focus of Concentration,4,6485,1885,2392
24554,Superior Sigil of Air,64,2113,1550,1974
24612,Superior Sigil of Agony,4,2074,1240,1889
76100,Superior Rune of the Herald,1,38455,28567,38298
44976,Impaler,17,11772,6610,10089
44985,Crystal Guardian,1,8990,6714,9995
100173,Viper's Abomination Pistol,2,77494,44775,71281
9266,Hidden Trove,1,134,108,145
75148,Recipe: Svaard's Breeches,1,3987,192,3989
97339,Jade Bot Core: Tier 1,80,16596,8398,11996
68634,Delicious Rice Ball,342,164,129,179
47096,Crystalline Blade,9,4596,2472,4659
100866,Viper's Abomination Staff,3,64385,29022,43529
576,Zhed's Boots,21,20284,13491,19999
45147,Jatoro's Mantle,1,4993,3695,4548
89419,Giver's Candy Cane Pistol of Concentration,1,6286,1909,2300
24597,Superior Sigil of Hydromancy,28,1400,958,1380
12147,Mushroom,52,348,208,229
100868,Viper's Abomination Focus,4,10462,4058,10031
87076,Bowl of Poultry Satay,1,19489,14017,14018
102003,Berserker's Serpent's Wrath Longbow,3,12045,6033,12343
101968,Berserker's Serpent's Wrath Rifle,7,10037,5714,10509
100092,Viper's Abomination Short Bow,1,32800,20960,30841
1858,Devona's Legplates,12,8098,6156,9391
2539,Zhed's Leggings,16,12515,10015,17303
1637,Devona's Helm,18,7487,5676,8885
1355,Jalis' Gauntlets,1,3997,3198,4107
94413,Giver's Candy Cane Rifle of Concentration,1,7449,1804,2220
48735,Xanthium of Dreams,1,48673,30818,42500
24624,Superior Sigil of Smoldering,36,2960,2349,2928
100493,Berserker's Shattered Greatsword,6,11087,7234,12175
100770,Viper's Abomination Scepter,2,62113,50033,70080
77040,Recipe: Svaard's Striders,2,2393,204,2387
20470,Green Apple Dye,1,438,139,324
100054,Viper's Abomination Torch,1,72546,50252,71108
9586,18 Slot Mithril Box,12,25740,20018,25616
100572,Viper's Abomination Warhorn,1,10784,5269,9489
74826,Recipe: Svaard's Flanged Mace,1,836,104,837
2027,Zhed's Gloves,6,12073,8207,12500
84,Zhed's Coat,6,13357,11106,15444
79786,Steak with Winterberry Sauce,58,1931,1120,1888
72655,Opulent Defender,3,7375,2938,7570
100121,Viper's Abomination Greatsword,2,6621,3219,5182
84,Zhed's Coat,3,13354,11106,15444
89398,Giver's Candy Cane Sword of Concentration,4,7060,1914,2389
24599,Superior Sigil of Leeching,7,592,384,936
24688,Superior Rune of the Lich,28,563,484,583
1333,Devona's Gauntlets,7,7868,4386,8000
104761,Lightborne Spear,4,306965,221252,313130
102003,Berserker's Serpent's Wrath Longbow,3,12046,6033,12343
76635,Recipe: Svaard's Razor,5,1544,92,1787
76635,Recipe: Svaard's Razor,7,1546,92,1787
76635,Recipe: Svaard's Razor,2,1548,92,1787
1637,Devona's Helm,22,7478,5676,8885
100330,Berserker's Shattered Staff,1,9988,5055,8789
24776,Superior Rune of Lyssa,44,447,419,517
1333,Devona's Gauntlets,12,7763,4386,8000
100054,Viper's Abomination Torch,3,69574,50252,71108
47096,Crystalline Blade,11,4590,2472,4659
24729,Superior Rune of Hoelbrak,17,2927,2401,2700
2128,Devona's Pauldrons,29,7788,5790,8825
74268,Mini Professor Mew,14,20,4,5
810,Devona's Greaves,32,8815,6736,10951
810,Devona's Greaves,11,8814,6736,10951
24583,Superior Sigil of Demons,1,1140,608,1140
76635,Recipe: Svaard's Razor,5,1538,92,1787
24601,Superior Sigil of Battle,17,984,558,917
24583,Superior Sigil of Demons,9,1139,608,1140
48735,Xanthium of Dreams,1,46758,30818,42500
44985,Crystal Guardian,3,8996,6714,9995
48735,Xanthium of Dreams,1,46757,30818,42500
24597,Superior Sigil of Hydromancy,12,1397,958,1380
96668,Leopard Fang,1,5494,3101,4998
96668,Leopard Fang,3,5493,3101,4998
24624,Superior Sigil of Smoldering,66,2979,2349,2928
88118,Superior Rune of the Zephyrite,154,1062,794,904
24711,Superior Rune of Vampirism,20,900,592,895
50082,Powerful Potion of Slaying Scarlet's Armies,6,356,247,344
84505,Superior Sigil of Severance,2,1149,820,1209
24664,Superior Sigil of Demon Slaying,4,3590,2639,3451
100054,Viper's Abomination Torch,3,69270,50252,71108
100868,Viper's Abomination Focus,1,10463,4058,10031
24609,Superior Sigil of Doom,14,45176,37218,47215
9586,18 Slot Mithril Box,14,25739,20018,25616
73165,Recipe: Svaard's Claymore,1,1496,115,1496
9301,Heavy Miner's Bag,12,292,195,226
96668,Leopard Fang,5,5094,3101,4998
89398,Giver's Candy Cane Sword of Concentration,1,7058,1914,2389
24575,Superior Sigil of Bloodlust,15,1722,1278,1689
100866,Viper's Abomination Staff,3,61939,29022,43529
50082,Powerful Potion of Slaying Scarlet's Armies,9,322,247,344
94411,Giver's Candy Cane Shield of Concentration,1,8797,2010,2199
68634,Delicious Rice Ball,141,162,129,179
24703,Superior Rune of Infiltration,1,8830,6721,9899
74326,Superior Sigil of Transference,2,61562,46103,59394
84505,Superior Sigil of Severance,5,1148,820,1209
24583,Superior Sigil of Demons,2,1138,608,1140
12147,Mushroom,56,332,208,229
68634,Delicious Rice Ball,13,160,129,179
100868,Viper's Abomination Focus,2,10465,4058,10031
80978,Bloody Red Dye,1,17241,8560,10959
9586,18 Slot Mithril Box,7,25741,20018,25616
71425,Superior Rune of the Berserker,8,52317,35115,44504
94411,Giver's Candy Cane Shield of Concentration,2,8798,2010,2199
71254,Recipe: Svaard's Pauldrons,1,1373,105,1685
75915,Recipe: Svaard's Visor,5,3200,32,3990
24762,Superior Rune of the Krait,12,34198,25703,34374
24624,Superior Sigil of Smoldering,13,2980,2349,2928
24664,Superior Sigil of Demon Slaying,2,3593,2639,3451
79793,Bowl of Winterberry Seaweed Salad,149,378,198,249
79793,Bowl of Winterberry Seaweed Salad,3,379,198,249
104918,Lightborne Torch,1,169997,135050,189990
24575,Superior Sigil of Bloodlust,3,1723,1278,1689
100054,Viper's Abomination Torch,1,69571,50252,71108
104691,Lightborne Mace,2,174996,132643,184896
24723,Superior Rune of the Eagle,48,2494,1658,2469
9569,18 Slot Invisible Bag,7,26842,19835,26839
24548,Superior Sigil of Fire,120,1269,949,1392
100866,Viper's Abomination Staff,4,63894,29022,43529
1188,Nika's Leggings,35,14442,10930,17558
44976,Impaler,2,11587,6610,10089
104721,Lightborne Rifle,1,299896,212627,299893
95582,Scavenger Protocol: Might Trophies,3,91559,66593,84081
100092,Viper's Abomination Short Bow,3,31699,20960,30841
24762,Superior Rune of the Krait,10,33332,25703,34374
87076,Bowl of Poultry Satay,1,18883,14017,14018
95634,Crucible,7,5498,3052,5439
88118,Superior Rune of the Zephyrite,1,998,794,904
79793,Bowl of Winterberry Seaweed Salad,22,296,198,249
208,Nika's Boots,32,16969,11814,18900
1858,Devona's Legplates,32,7014,6156,9391
96628,Jade Bot Core: Tier 4,1,119897,65058,90000
1637,Devona's Helm,19,7474,5676,8885
24821,Superior Rune of the Warrior,1,51457,35299,41914
102050,Berserker's Serpent's Wrath Axe,6,48098,33194,48567
76230,Recipe: Svaard's Doublet,1,3985,117,3974
70772,Recipe: Svaard's Masque,1,3195,24,3191
208,Nika's Boots,2,16959,11814,18900
84,Zhed's Coat,35,13242,11106,15444
102003,Berserker's Serpent's Wrath Longbow,2,11442,6033,12343
576,Zhed's Boots,2,20169,13491,19999
576,Zhed's Boots,21,20171,13491,19999
95864,Jade Bot Core: Tier 5,8,139895,82571,130000
47091,Faithful,1,3203,2059,2594
96508,Obliterator,5,5424,2104,4255
1333,Devona's Gauntlets,21,6697,4386,8000
96673,Saltspray Pistol,19,3992,2146,3873
79793,Bowl of Winterberry Seaweed Salad,76,284,198,249
80,Nika's Mask,12,12995,9353,15776
96668,Leopard Fang,5,5495,3101,4998
96504,Spindrift Short Bow,32,3177,2100,3185
101996,Berserker's Serpent's Wrath Spear,5,47775,32702,51547
100092,Viper's Abomination Short Bow,3,32493,20960,30841
68635,Steamed Red Dumpling,250,15,10,25
96508,Obliterator,1,5420,2104,4255
2539,Zhed's Leggings,12,10722,10015,17303
97041,Jade Bot Core: Tier 2,17,44899,31036,39999
100493,Berserker's Shattered Greatsword,2,10789,7234,12175
100330,Berserker's Shattered Staff,1,9992,5055,8789
24532,Crest of the Rabid,1,1262,1144,1145
24548,Superior Sigil of Fire,5,1268,949,1392
95634,Crucible,3,5496,3052,5439
24561,Superior Sigil of Rage,1,420,412,581
100330,Berserker's Shattered Staff,1,9993,5055,8789
125,Nika's Coat,9,11401,10028,15447
810,Devona's Greaves,4,8795,6736,10951
48911,Superior Sigil of Torment,4,177879,115199,150192
97535,Scavenger Protocol: Magic Trophies,1,87406,72424,91251
80,Nika's Mask,3,11724,9353,15776
24609,Superior Sigil of Doom,2,49514,37218,47215
714,Nika's Gloves,1,10718,9141,15895
24736,Minor Rune of Scavenging,1,244,146,316
9571,20 Slot Gossamer Bag,1,126078,103007,120997
87076,Bowl of Poultry Satay,1,17215,14017,14018
96955,Saltspray Greatsword,13,5494,3168,5386
96955,Saltspray Greatsword,23,5696,3168,5386
104345,Sinister Scavenged Obsidian Greatsword,14,5598,2163,5430
24530,Talisman of Mending,1,45,41,42
2128,Devona's Pauldrons,5,6629,5790,8825
102003,Berserker's Serpent's Wrath Longbow,2,12048,6033,12343
24605,Superior Sigil of Geomancy,60,633,390,547
9297,Miner's Bag,2,549,426,427
24752,Major Rune of the Ice,1,404,289,493
100173,Viper's Abomination Pistol,5,78699,44775,71281
2539,Zhed's Leggings,6,11079,10015,17303
95634,Crucible,8,5789,3052,5439
576,Zhed's Boots,2,17968,13491,19999
125,Nika's Coat,20,11799,10028,15447
1188,Nika's Leggings,1,14123,10930,17558
70880,Recipe: Svaard's Blade,5,2278,114,2276
82806,Hearty Sugar Rib,1,117,50,101
72655,Opulent Defender,4,7496,2938,7570
1333,Devona's Gauntlets,5,6324,4386,8000
2664,Strong Cabalist Legs of Grenth,2,2697,659,2692
104473,Sinister Scavenged Obsidian Sword,2,5101,2197,5115
48735,Xanthium of Dreams,2,46297,30818,42500
97270,Saltspray Axe,15,4892,2532,4347
1858,Devona's Legplates,5,5967,6156,9391
26706,Dragonshot,1,3126,2054,2472
96508,Obliterator,3,5426,2104,4255
94413,Giver's Candy Cane Rifle of Concentration,2,7549,1804,2220
28591,Rhongomyniad,1,11218,5965,9062
97020,Jade Bot Core: Tier 7,4,189998,147184,198499
96542,Spindrift Dagger,1,4719,2338,4263
1637,Devona's Helm,4,6970,5676,8885
9571,20 Slot Gossamer Bag,7,120995,103007,120997
79786,Steak with Winterberry Sauce,12,1926,1120,1888
2693,Zhed's Mantle,2,13428,10127,16760
97434,Spindrift Staff,4,5345,2415,4687
2027,Zhed's Gloves,1,10280,8207,12500
2539,Zhed's Leggings,1,10067,10015,17303
87076,Bowl of Poultry Satay,4,19663,14017,14018
87076,Bowl of Poultry Satay,5,19097,14017,14018
79786,Steak with Winterberry Sauce,28,1924,1120,1888
95995,Skoll and Hati,3,5551,2481,5099
87076,Bowl of Poultry Satay,11,18987,14017,14018
87076,Bowl of Poultry Satay,1,18995,14017,14018
24640,Minor Sigil of Undead Slaying,1,297,90,390
9569,18 Slot Invisible Bag,4,26830,19835,26839
89398,Giver's Candy Cane Sword of Concentration,1,7598,1914,2389
24609,Superior Sigil of Doom,7,49558,37218,47215
100494,Viper's Abomination Axe,2,35650,13941,22554
96508,Obliterator,2,5427,2104,4255
100493,Berserker's Shattered Greatsword,2,10874,7234,12175
100770,Viper's Abomination Scepter,1,62110,50033,70080
94411,Giver's Candy Cane Shield of Concentration,1,9426,2010,2199
9586,18 Slot Mithril Box,2,25967,20018,25616
97781,Saltspray Staff,1,3797,2258,3157
101997,Berserker's Serpent's Wrath Greatsword,1,21625,17376,26825
96955,Saltspray Greatsword,1,5493,3168,5386
100947,Relic of Fireworks,1,134592,111006,130000
79786,Steak with Winterberry Sauce,2,1923,1120,1888
125,Nika's Coat,46,11892,10028,15447
83338,Superior Rune of the Firebrand,3,11471,7573,10673
100330,Berserker's Shattered Staff,7,9999,5055,8789
28591,Rhongomyniad,20,11261,5965,9062
646,Nika's Pauldrons,10,14489,12001,17489
24624,Superior Sigil of Smoldering,66,2977,2349,2928
95634,Crucible,11,5993,3052,5439
24583,Superior Sigil of Demons,19,1148,608,1140
96508,Obliterator,1,5431,2104,4255
96284,Saltspray Sword,1,5664,3175,4502
44975,Shiverstone,21,4340,2773,3267
80,Nika's Mask,20,12287,9353,15776
27485,Deathwish,1,4517,2345,4099
9359,Small Icy Bag,3,775,364,460
24548,Superior Sigil of Fire,67,1264,949,1392
97020,Jade Bot Core: Tier 7,3,198696,147184,198499
96179,Spindrift Rifle,1,4072,2181,3491
97434,Spindrift Staff,2,5448,2415,4687
89398,Giver's Candy Cane Sword of Concentration,3,7597,1914,2389
96290,Spindrift Greatsword,36,4296,3260,5233
47083,Glimmerfang,1,4081,2111,3615
95995,Skoll and Hati,2,5650,2481,5099
100493,Berserker's Shattered Greatsword,3,10023,7234,12175
104351,Sinister Scavenged Obsidian Spear,5,4892,2055,4682
24612,Superior Sigil of Agony,8,2094,1240,1889
24615,Superior Sigil of Force,2,29537,31000,34996
26135,Moonshank,1,3387,2104,2791
9571,20 Slot Gossamer Bag,2,120452,103007,120997
100476,Viper's Abomination Dagger,8,78673,51303,71498
100551,Viper's Abomination Sword,3,33232,17606,29581
9586,18 Slot Mithril Box,4,25963,20018,25616
24618,Superior Sigil of Accuracy,58,5990,4811,5899
95784,Prosperity,3,4991,2134,5000
104473,Sinister Scavenged Obsidian Sword,4,5106,2197,5115
24793,Major Rune of Svanir,1,366,294,369
100659,Relic of the Water,1,150179,101015,149999
100121,Viper's Abomination Greatsword,2,6173,3219,5182
100770,Viper's Abomination Scepter,2,61808,50033,70080
44976,Impaler,2,11797,6610,10089
94411,Giver's Candy Cane Shield of Concentration,3,9425,2010,2199
100494,Viper's Abomination Axe,1,35954,13941,22554
87029,Avocado Smoothie,1,1242,820,936
46743,Xunlai Electrum Ingot,9,40597,38709,39992
76290,Recipe: Svaard's Wristguards,2,6691,711,5999
2027,Zhed's Gloves,21,10927,8207,12500
47083,Glimmerfang,2,3441,2111,3615
47083,Glimmerfang,17,3442,2111,3615
47083,Glimmerfang,8,3952,2111,3615
24756,Superior Rune of the Ogre,11,31293,31811,43758
48905,Toxic Spore Skin,1,15,4,10
20316,Black Lion Chest,4,63,58,88
75148,Recipe: Svaard's Breeches,3,3986,192,3989
91796,Cultivated Clove,11,3241,2800,2884
96955,Saltspray Greatsword,1,5271,3168,5386
96955,Saltspray Greatsword,7,5377,3168,5386
96955,Saltspray Greatsword,7,5277,3168,5386
96955,Saltspray Greatsword,10,5689,3168,5386
96955,Saltspray Greatsword,24,5693,3168,5386
96955,Saltspray Greatsword,14,5694,3168,5386
26135,Moonshank,5,3289,2104,2791
24821,Superior Rune of the Warrior,5,46971,35299,41914
75140,Recipe: Svaard's Short Bow,5,747,27,739
76180,Recipe: Svaard's Reaver,5,1280,118,1275
26541,Kryta's Embrace,18,3007,2171,2495
44479,Resplendent Watchwork Box,2,3907,1415,1615
73830,Recipe: Svaard's Greatbow,1,1249,121,1241
24826,Major Rune of the Trooper,1,480,232,440
24756,Superior Rune of the Ogre,1,31291,31811,43758
2027,Zhed's Gloves,17,10825,8207,12500
323,Aidan's Boots,1,3537,2059,3675
72655,Opulent Defender,5,7496,2938,7570
36053,Superior Sigil of the Night,2,6493,5001,7490
208,Nika's Boots,20,13199,11814,18900
74268,Mini Professor Mew,11,7,4,5
24360,Slab of Poultry Meat,1,3937,3022,3218
95784,Prosperity,8,4995,2134,5000
19722,Elder Wood Log,1250,18,13,14
44975,Shiverstone,3,5994,2773,3267
2128,Devona's Pauldrons,15,6595,5790,8825
1637,Devona's Helm,4,7475,5676,8885
1333,Devona's Gauntlets,4,6499,4386,8000
96955,Saltspray Greatsword,2,5196,3168,5386
24551,Superior Sigil of Water,56,866,681,780
24612,Superior Sigil of Agony,30,2105,1240,1889
102003,Berserker's Serpent's Wrath Longbow,2,12349,6033,12343
77040,Recipe: Svaard's Striders,1,2396,204,2387
104351,Sinister Scavenged Obsidian Spear,3,5395,2055,4682
2387,Zhed's Mask,6,10402,6070,9993
27641,The Ugly Stick,1,2957,2123,3282
32324,Legionnaire Firebrand,1,5756,2260,5752
9301,Heavy Miner's Bag,15,283,195,226
44992,Monsoon,1,3024,2096,3041
96284,Saltspray Sword,18,5689,3175,4502
2693,Zhed's Mantle,7,14884,10127,16760
19189,Caledon Lavender,3,1075,371,768
100493,Berserker's Shattered Greatsword,3,9911,7234,12175
47087,Al'ir'aska,5,7053,3793,7286
28591,Rhongomyniad,1,11012,5965,9062
27336,Khrysaor, the Golden Sword,3,5188,2726,4875
27336,Khrysaor, the Golden Sword,3,5392,2726,4875
49426,+3 Agony Infusion,1,547,518,600
100156,Berserker's Shattered Short Bow,5,5999,2526,6169
44976,Impaler,4,12228,6610,10089
96290,Spindrift Greatsword,6,5174,3260,5233
84505,Superior Sigil of Severance,9,1145,820,1209
101381,Thundercrag Pistol Skin,1,159024,71107,101507
102003,Berserker's Serpent's Wrath Longbow,1,11731,6033,12343
96048,Haetae,3,3992,1857,3366
2693,Zhed's Mantle,8,14985,10127,16760
2693,Zhed's Mantle,3,14984,10127,16760
44976,Impaler,3,12227,6610,10089
24618,Superior Sigil of Accuracy,38,5991,4811,5899
28591,Rhongomyniad,2,10762,5965,9062
96290,Spindrift Greatsword,2,4971,3260,5233
100428,Viper's Abomination Rifle,2,6194,2678,6068
96508,Obliterator,2,5430,2104,4255
97481,Unity,2,6058,2217,5438
95784,Prosperity,3,4993,2134,5000
72119,Berserker's Ley Guard's Protector,1,20997,14513,23800
86997,Plate of Beef Rendang,1,1578,1672,2429
44975,Shiverstone,1,5995,2773,3267
89696,Exquisite Serpentite Jewel,2,3096,1805,3140
95634,Crucible,2,6229,3052,5439
100121,Viper's Abomination Greatsword,4,6179,3219,5182
96146,Harmony,1,4986,2358,4475
66993,Grow Lamp,1,199997,166637,199886
46739,Elonian Leather Square,7,24299,20604,20625
91751,Cut of Quality Red Meat,21,1156,955,1238
24475,Sapphire Crystal,190,163,142,146
2387,Zhed's Mask,2,10404,6070,9993
86269,Powdered Rose Quartz,98,110,79,92
84505,Superior Sigil of Severance,44,1146,820,1209
99795,Anguish Dye,1,649998,749998,1089898
84505,Superior Sigil of Severance,21,1144,820,1209
26541,Kryta's Embrace,13,3010,2171,2495
46738,Deldrimor Steel Ingot,15,35598,29609,35046
101981,Berserker's Serpent's Wrath Shield,2,8882,3133,8644
24521,Opal Crystal,244,159,139,142
24474,Ruby Crystal,184,160,140,141
143,Carrion Sneakthief Coat of the Dolyak,1,3997,1402,3098
72655,Opulent Defender,4,7495,2938,7570
96048,Haetae,2,3993,1857,3366
12163,Head of Garlic,29,309,177,183
96978,Antique Summoning Stone,8,13399,15586,15986
66522,Prickly Pear,15,674,506,548
96722,Jade Runestone,7,3995,4179,4489
12506,Tarragon Leaves,250,117,98,116
100156,Berserker's Shattered Short Bow,6,6266,2526,6169
19724,Hard Wood Log,500,267,145,194
24473,Emerald Crystal,219,159,141,149
72119,Berserker's Ley Guard's Protector,1,20998,14513,23800
94411,Giver's Candy Cane Shield of Concentration,1,9424,2010,2199
96284,Saltspray Sword,1,5681,3175,4502
28521,Honed Soft Wood Longbow of Hobbling,1,1874,587,1860
24639,Superior Sigil of Paralyzation,1,68465,47851,62547
70992,Jeweled Damask Patch,5,88404,69177,87496
100054,Viper's Abomination Torch,3,74090,50252,71108
84505,Superior Sigil of Severance,17,1143,820,1209
1026,Devona's Chestguard,4,8029,5284,7794
95704,Flame Serpent Hammer,1,1988,1324,1917
84,Zhed's Coat,20,13662,11106,15444
96146,Harmony,1,5286,2358,4475
95948,Turtle Siege Enhancer 1,1,98999,70001,97500
96284,Saltspray Sword,4,5679,3175,4502
72339,Superior Sigil of Concentration,59,1538,540,556
2693,Zhed's Mantle,4,15921,10127,16760
12147,Mushroom,62,343,208,229
66993,Grow Lamp,1,200588,166637,199886
80,Nika's Mask,1,12994,9353,15776
810,Devona's Greaves,1,9792,6736,10951
2387,Zhed's Mask,1,13823,6070,9993
94413,Giver's Candy Cane Rifle of Concentration,1,7549,1804,2220
24664,Superior Sigil of Demon Slaying,8,3682,2639,3451
102503,Lowland Pine Log,26,442,244,267
89419,Giver's Candy Cane Pistol of Concentration,1,6989,1909,2300
24560,Superior Sigil of Earth,30,2075,1501,1922
47096,Crystalline Blade,9,4595,2472,4659
73430,Tattered Bat Wing,4,103882,97100,115000
80,Nika's Mask,12,12998,9353,15776
47092,Rivetwall,3,2849,2356,2667
47092,Rivetwall,7,3653,2356,2667
100866,Viper's Abomination Staff,1,64992,29022,43529
44950,Superior Sigil of Malice,1,73858,43249,55345
96284,Saltspray Sword,1,5680,3175,4502
86997,Plate of Beef Rendang,1,1659,1672,2429
97112,Spindrift Sword,3,5592,2777,5096
100494,Viper's Abomination Axe,1,37960,13941,22554
24601,Superior Sigil of Battle,28,904,558,917
12134,Carrot,30,84,65,81
97218,Spindrift Mace,30,4835,2102,5028
97218,Spindrift Mace,1,4836,2102,5028
95997,Final Verdict,9,5707,1986,4672
47083,Glimmerfang,6,3950,2111,3615
26395,Anura,1,3895,2149,3225
24639,Superior Sigil of Paralyzation,10,68877,47851,62547
26395,Anura,23,3887,2149,3225
26395,Anura,22,3894,2149,3225
96048,Haetae,3,4006,1857,3366
97781,Saltspray Staff,20,3894,2258,3157
24533,Crest of the Shaman,5,1251,1142,1143
1026,Devona's Chestguard,13,8473,5284,7794
72339,Superior Sigil of Concentration,52,1535,540,556
24560,Superior Sigil of Earth,52,2078,1501,1922
97535,Scavenger Protocol: Magic Trophies,3,88930,72424,91251
24612,Superior Sigil of Agony,21,2120,1240,1889
2387,Zhed's Mask,2,14034,6070,9993
26380,Hypnotic Scepter,2,3797,2211,2945
1637,Devona's Helm,9,10983,5676,8885
24578,Superior Sigil of Corruption,8,531,395,539
44950,Superior Sigil of Malice,2,72294,43249,55345
84,Zhed's Coat,18,14492,11106,15444
24618,Superior Sigil of Accuracy,15,5998,4811,5899
24609,Superior Sigil of Doom,2,49882,37218,47215
96051,Saltspray's Voice,2,5010,2806,4275
70880,Recipe: Svaard's Blade,15,2279,114,2276
2693,Zhed's Mantle,11,16876,10127,16760
95981,Spindrift Scepter,11,4168,2110,3880
97041,Jade Bot Core: Tier 2,3,42649,31036,39999
28272,Eir's Longbow,14,5271,2177,5134
96179,Spindrift Rifle,3,4076,2181,3491
26395,Anura,5,3886,2149,3225
96760,Spindrift Hammer,3,4677,2546,3853
27485,Deathwish,43,4994,2345,4099
38579,Magi's Aureate Staff,1,2346,1466,1701
96600,Bellkeeper's Staff,2,6683,2538,4799
96051,Saltspray's Voice,2,5009,2806,4275
95997,Final Verdict,8,5639,1986,4672
27020,Adam,2,6690,2148,4962
96673,Saltspray Pistol,8,4625,2146,3873
47096,Crystalline Blade,6,4597,2472,4659
72931,Recipe: Svaard's Brazier,5,606,26,545
101981,Berserker's Serpent's Wrath Shield,2,8991,3133,8644
72119,Berserker's Ley Guard's Protector,1,20585,14513,23800
47099,The Hunt,15,3194,1697,3147
47099,The Hunt,5,3368,1697,3147
86997,Plate of Beef Rendang,1,1879,1672,2429
28272,Eir's Longbow,19,4519,2177,5134
76166,Superior Rune of the Tempest,6,38478,24025,32000
96668,Leopard Fang,7,7592,3101,4998
96542,Spindrift Dagger,14,4729,2338,4263
87029,Avocado Smoothie,1,988,820,936
24560,Superior Sigil of Earth,184,2086,1501,1922
24723,Superior Rune of the Eagle,20,2100,1658,2469
208,Nika's Boots,11,18286,11814,18900
24612,Superior Sigil of Agony,8,2289,1240,1889
24560,Superior Sigil of Earth,21,2085,1501,1922
83338,Superior Rune of the Firebrand,9,11257,7573,10673
66539,Bowl of Prickly Pear Sorbet,1,32794,22302,25000
96467,Jade Bot Core: Tier 6,7,157798,119596,148999
89999,Superior Rune of Fireworks,13,7042,21928,29994
72655,Opulent Defender,1,7497,2938,7570
96600,Bellkeeper's Staff,10,5185,2538,4799
96600,Bellkeeper's Staff,10,5188,2538,4799
97270,Saltspray Axe,25,5668,2532,4347
9358,Tiny Icy Bag,3,626,406,408
96384,Saltspray Mace,13,3492,2112,2793
96051,Saltspray's Voice,6,5008,2806,4275
96048,Haetae,1,4008,1857,3366
24738,Superior Rune of Scavenging,1,1158,886,1004
102003,Berserker's Serpent's Wrath Longbow,1,12365,6033,12343
646,Nika's Pauldrons,17,18394,12001,17489
96504,Spindrift Short Bow,1,3692,2100,3185
97742,Saltspray Rifle,6,3444,1978,2945
97742,Saltspray Rifle,1,3450,1978,2945
97742,Saltspray Rifle,5,3449,1978,2945
96955,Saltspray Greatsword,5,5589,3168,5386
95997,Final Verdict,3,5710,1986,4672
47096,Crystalline Blade,1,4573,2472,4659
95710,Saltspray Dagger,44,4108,2530,4042
95710,Saltspray Dagger,1,4111,2530,4042
95710,Saltspray Dagger,26,4109,2530,4042
95710,Saltspray Dagger,7,4215,2530,4042
95710,Saltspray Dagger,39,4271,2530,4042
97244,Saltspray Focus,8,3673,1444,2808
75709,Recipe: Svaard's Warfists,1,5779,114,5773
95710,Saltspray Dagger,5,4107,2530,4042
9281,Supply Bag,19,399,274,346
24708,Superior Rune of Mercy,8,582,474,648
95997,Final Verdict,2,5608,1986,4672
72339,Superior Sigil of Concentration,92,1543,540,556
24548,Superior Sigil of Fire,29,1266,949,1392
